Source_File,Primary_Source,Company,Bloomberg_Identifier,Currency,Mapped_Deal_IDs,Year,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2012,37753.4314,16312.1082,7822.1851,53693.5607,20372.8654,7062.951,14.918,43.207,37.9428
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2013,38014.7333,13774.8556,9072.1779,50736.538,15215.1668,7115.3699,17.5846,36.2356,29.9886
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2014,39080.9033,13987.3436,7684.105,62812.9108,21381.6678,7397.5567,13.5534,35.7907,34.0402
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2015,45102.5231,17114.5082,8302.9113,69745.7535,21404.3598,8856.5636,11.7156,37.9458,30.6891
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2016,46405.4447,15546.7782,8786.352,71603.3517,20837.2008,9216.6777,12.5519,33.5021,29.1009
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2017,48000.9261,15787.4676,7774.855,65509.1795,16198.7329,8061.2448,11.2486,32.8899,24.7274
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2018,49226.8482,16753.8935,9092.6698,69761.7249,16676.9945,9694.5179,13.5315,34.0341,23.9057
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2019,55266.0919,19058.9163,12135.5943,76569.5302,14359.0331,10720.3594,16.7034,34.4857,18.7529
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2020,54491.2983,18481.4288,13355.8478,79598.4317,14241.002,11740.4395,16.8943,33.9163,17.8911
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2021,58106.143,18817.854,12888.6255,88961.3734,31368.7688,12973.7478,15.6118,32.3853,35.2611
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2022,63027.9569,21360.1778,12371.3319,89271.6186,26881.4403,14339.4304,13.7653,33.89,30.112
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2023,60450.3466,19847.3636,11837.6266,97435.5289,33152.722,13945.0907,12.8743,32.8325,34.0253
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2024,63520.2786,21989.6554,8690.9223,108358.6233,38695.7829,14040.7168,8.6098,34.6183,35.7108
FA_cupd0q0b(1).xlsx,Yes,Roche Holding AG,ROP SW,EUR,"CTL-0230, CTL-0234, CTL-0071",2025,65670.1785,23028.3874,13749.787,108137.2639,35641.281,13381.4892,12.7207,35.0667,32.9593
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2004,14.7469,2.1125,2.0951,19.4101,,,,14.3249,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2005,23.1995,3.3581,3.4916,32.9633,,,13.107,14.4749,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2009,40.8253,8.5252,7.055,41.5001,,,,20.8822,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2010,28.6947,5.3506,14.4122,53.5072,,,29.8848,18.6465,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2011,37.1678,4.0718,4.5398,57.7511,,,8.3693,10.9553,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2012,41.1992,4.2101,5.5708,65.556,,,8.8989,10.2189,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2013,39.0865,3.1881,4.9767,69.0259,,,7.6317,8.1565,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2014,42.2654,3.0025,5.8876,94.6539,,,7.2459,7.1039,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2015,66.5588,4.8848,9.4169,126.6872,,,8.19,7.339,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2016,59.5564,1.152,3.9507,117.9593,,,3.3232,1.9343,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2017,59.7203,4.2617,6.6409,130.7054,,,5.3621,7.1362,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2018,141.9381,17.2763,14.3197,213.2206,,,8.2336,12.1717,
FA_cvd2r0rj(1).xlsx,Yes,Busy Bees Nurseries Ltd,1784209Z LN,EUR,CTL-0151,2019,227.5603,28.8301,26.8388,216.7696,,,12.5476,12.6692,
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2000,,,,9.785,0.0681,,-56.644,,0.6961
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2001,0.1425,-5.492,-5.1774,4.4499,0.0,,-74.0151,-3854.3147,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2002,1.2062,-11.0473,-9.5717,43.5933,0.0392,,-37.8824,-915.8908,0.09
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2003,3.8233,-14.2513,-12.5606,56.5552,0.0209,,-24.844,-372.7468,0.0369
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2004,16.3449,-22.3748,-17.1891,41.9432,0.0043,,-34.6114,-136.8919,0.0103
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2005,10.727,-24.8279,-35.5183,65.2863,0.0,,-67.5091,-231.4521,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2006,14.5173,-26.9196,-25.3898,44.629,0.0,,-45.643,-185.4316,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2007,3.3268,-50.3295,-58.2895,70.0502,0.0,,-100.6701,-1512.8715,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2008,1.0285,-43.9172,-38.7054,36.1031,0.0,,-74.2615,-4269.9501,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2009,31.6796,4.6092,1.4855,35.3519,0.0,16.7961,4.1001,14.5495,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2010,49.9006,27.7178,26.8137,61.5921,18.7042,11.5861,53.3868,55.5461,30.3678
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2011,1.0821,-18.9548,-20.0742,41.6937,19.2901,10.9459,-40.9507,-1751.6944,46.2663
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2012,0.614,-12.504,-14.2526,33.9418,24.6268,4.6824,-37.0644,-2036.5019,72.556
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2013,3.3974,-10.5205,3.5947,34.3259,0.0,0.3585,10.362,-309.6653,0.0
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2014,22.6514,-12.5049,-13.743,41.4174,9.9174,0.4803,-37.4091,-55.206,23.9449
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2015,18.8506,-19.9063,-22.0528,44.3843,8.8331,2.9056,-49.7483,-105.6002,19.9013
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2016,22.8304,-13.1535,-17.7348,63.5792,18.3853,,-34.0357,-57.614,28.9172
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2017,21.2953,-20.3826,-26.4426,55.5748,33.2723,0.0,-44.5376,-95.7139,59.8695
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2018,24.3003,-22.3232,-14.0502,52.0756,36.2531,0.0,-26.2224,-91.8637,69.6162
FA_fkkewk3y(1).xlsx,Yes,Correvio Pharma Corp,CORV CN,EUR,CTL-0275,2019,29.155,-24.5263,-31.4331,52.4472,42.0376,0.0,-59.3672,-84.1239,80.1521
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2009,154.807,16.746,14.939,267.79,,,,10.8173,
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2010,544.816,61.908,45.814,576.781,,,10.8491,11.3631,
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2011,476.284,63.275,40.503,339.632,6.512,,8.8395,13.2851,1.9174
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2012,465.168,53.301,36.593,369.475,16.926,,10.3209,11.4584,4.5811
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2013,477.3452,46.2923,29.6136,393.0043,12.2402,,7.7677,9.6979,3.1145
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2014,523.314,53.404,33.196,418.634,0.0,,8.18,10.205,0.0
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2015,566.618,51.281,35.525,536.09,0.596,,7.4419,9.0504,0.1112
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2016,257.9042,17.3628,53.4516,444.3223,0.0,,10.9039,6.7323,0.0
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2017,296.842,24.098,53.317,502.492,0.0,,11.2624,8.1181,0.0
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2018,681.779,88.516,59.408,638.207,8.422,,10.4161,12.9831,1.3196
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2019,724.113,100.631,63.178,804.974,122.486,77.861,8.7554,13.8971,15.2161
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2020,637.691,86.2,57.592,805.374,138.161,89.881,7.1527,13.5175,17.1549
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2021,637.845,77.341,64.989,799.842,136.189,,8.0972,12.1254,17.027
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2022,764.75,120.905,62.383,864.17,135.136,,7.4979,15.8097,15.6377
FA_gkdpvbqm(1).xlsx,Yes,Zambon SpA,4455449Z IM,EUR,CTL-0207,2023,842.667,140.376,92.032,952.373,138.531,,10.1327,16.6585,14.5459
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2003,,,,25.9837,2.9128,,,,11.2102
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2004,4.1212,-12.8444,-11.7044,14.4403,2.0567,,-58.9502,-311.6661,14.2428
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2005,6.578,-14.0303,-11.422,36.0846,0.1281,,-45.2319,-213.2917,0.3551
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2006,12.3319,-12.4008,-9.4641,40.1545,0.0201,,-24.4471,-100.5588,0.05
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2007,20.7327,-16.2058,-10.5427,317.5569,0.6037,,-5.8636,-78.1653,0.1901
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2008,35.788,-35.3326,-27.2485,253.7882,0.0,,-9.1974,-98.7275,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2009,37.5377,-24.4236,-20.0923,201.6928,7.1338,38.8611,-8.5958,-65.0641,3.537
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2010,45.2923,-17.2811,-11.5207,194.6442,0.0,41.1132,-5.6667,-38.1546,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2011,50.4944,-12.7119,-10.3578,189.7341,0.0,41.4313,-5.1613,-25.1748,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2012,38.2593,-16.1153,-5.1012,198.2682,0.0,38.0274,-2.6434,-42.1212,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2013,37.4503,-14.3662,-7.2445,185.1516,0.0,37.9414,-3.6703,-38.3607,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2014,43.279,-4.3872,-2.7272,373.6631,0.0,33.2003,-0.9899,-10.137,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2015,73.9317,-8.9228,4.7163,406.0795,0.0,46.0161,1.2292,-12.069,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2016,98.322,0.6828,6.8279,361.4625,0.0,57.4911,1.7262,0.6944,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2017,168.9625,-94.756,-97.8384,808.2677,0.0,68.8408,-17.0666,-56.0811,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2018,181.3981,-62.0483,-99.6842,691.6141,0.0,54.0239,-13.1652,-34.2056,0.0
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2019,203.3469,-26.8012,-25.2045,626.83,8.9766,53.8305,-3.8365,-13.18,1.4321
FA_grbfxeyh(1).xlsx,Yes,Vectura Group Ltd,VEC LN,EUR,"CTL-0264, CTL-0263, CTL-0173, CTL-0172",2020,214.4555,8.8888,137.7196,743.6864,4.6899,26.7788,20.4563,4.1448,0.6306
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,1998,,,,,,,11.7653,,1.0935
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,1999,,,,861.7343,87.9107,,2.5734,,10.2016
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2000,,,,1058.7345,91.2049,,7.5931,,8.6145
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2001,629.4214,89.0746,39.9042,4303.0428,306.5158,,1.48,14.1518,7.1232
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2002,1108.0908,144.2844,-936.0385,4809.6054,381.2104,,-20.3898,13.021,7.926
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2003,1071.9821,416.7536,244.2491,2057.6178,299.5121,,7.2291,38.8769,14.5563
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2004,,-1183900.0,-1330300.0,3430200.0,4914.429,,-71.0664,,0.1433
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2005,,-1872.0202,-1885.3837,4439.5335,6.2537,,-0.1006,,0.1409
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2006,,-1960.1868,-1987.831,4225.87,7.8854,,-46.093,,0.1866
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2007,,-1798.0212,-3123.5788,2939.5872,776.8635,,-86.7215,,26.4276
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2008,2065.2959,454.2394,106.6065,2819.2503,819.2503,,3.7954,21.9939,29.0592
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2009,2162.7779,517.7378,353.4999,3222.0361,797.9904,413.7588,11.4978,23.9386,24.7666
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2010,2621.8486,674.5155,444.1379,4030.8245,828.8942,499.6551,11.754,25.7267,20.5639
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2011,3065.3448,848.7685,621.9269,4922.9938,848.7654,542.6223,14.7011,27.6892,17.2408
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2012,3642.888,978.0359,580.0668,5544.5935,833.5228,695.9401,10.8838,26.8478,15.0331
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2013,3716.193,1286.1283,500.9099,6035.9707,0.0,687.9886,8.505,34.6088,0.0
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2014,4540.604,1692.557,2567.7134,11266.1983,702.4793,575.0683,31.0224,37.276,6.2353
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2015,5784.7373,2033.6326,1175.0318,15286.0298,1455.3654,816.5903,8.6198,35.1551,9.5209
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2016,10302.075,1888.6444,295.9566,63558.7371,21776.6189,1293.4769,0.7828,18.3327,34.2622
FA_h2pqvct4(1).xlsx,Yes,Shire PLC,SHP LN,EUR,CTL-0288,2017,13447.5805,3816.62,3788.8567,56360.7553,16254.4502,1429.9463,6.3379,28.3815,28.84
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2009,1.3766,0.9282,1.0998,81.6573,,,,67.4231,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2010,1.0,0.4582,0.667,84.1083,,,0.8048,45.8184,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2011,13.6822,12.78,12.9918,84.1107,,,15.4463,93.406,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2012,5.8163,4.8265,5.1427,95.7257,,,5.7194,82.9825,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2013,7.9603,6.5238,6.0475,103.6479,,,6.0665,81.9539,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2014,14.4661,12.891,12.8804,264.8229,,,6.9912,89.1114,
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2016,115.609,113.7336,114.1606,414.9714,0.0,,,98.3778,0.0
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2017,21.7254,19.8088,19.6108,458.8717,0.0,,4.4884,91.1781,0.0
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2018,16.6488,12.6743,16.2293,538.6484,17.1185,,3.2539,76.1274,3.178
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2019,174.3453,166.8558,168.7513,890.9543,23.5852,,23.6081,95.7042,2.6472
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2020,6.5,-23.2304,66.1837,851.7258,30.0069,,7.5956,-357.3914,3.5231
FA_jela4tca(1).xlsx,No,Corp Quimico Farmaceutica Esteve SA,0646926D SM,EUR,CTL-0028,2021,54.348,46.584,42.709,779.869,0.021,,5.2352,85.7143,0.0027
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2005,,,,34941.9132,,,-103.0318,,
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2006,,,,33731.4647,8059.9644,,-101.6818,,23.8945
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2008,,,,41149.0701,16908.5878,,,,41.0911
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2009,31852.9222,9972.0037,6210.4665,48296.3908,18318.1938,4436.3683,13.4484,31.3064,37.9287
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2010,33112.4809,6050.5618,1905.6704,49259.908,17613.654,4623.0584,3.8405,18.2728,35.7566
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2011,31564.1246,9666.2034,6063.4191,49159.7006,17831.76,4396.8721,12.6299,30.624,36.2731
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2012,32595.1901,9646.2327,5548.2487,51052.0877,22524.8984,4419.854,10.8986,29.594,44.1214
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2013,31221.028,8845.0745,6403.2261,50561.8011,21919.4046,4119.2203,13.0099,28.3305,43.3517
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2014,28547.6471,7446.5109,3419.8607,52345.7216,24187.8929,3952.1975,6.6621,26.0845,46.208
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2015,32954.9709,7646.7434,11601.6706,72471.3201,22552.5389,4321.3537,17.9007,23.2036,31.1193
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2016,34143.3059,9044.8114,1116.5225,69152.8345,21993.2256,4295.9181,1.6209,26.4907,31.8038
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2017,34461.5002,8567.9971,1748.9902,63425.1076,19224.0589,4460.3817,2.6537,24.8625,30.3099
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2018,34834.0901,9319.6816,4094.7376,64627.0727,29009.059,4271.0498,6.3313,26.7545,44.8869
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2019,38495.6256,9304.0029,5297.5108,94127.2594,36034.1619,5021.5157,6.7437,24.169,38.2824
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2020,38366.8244,9274.6923,6468.5438,89812.9719,30316.9448,5263.4976,7.1807,24.1737,33.7556
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2021,28732.6186,6664.2549,5101.7384,94032.9444,28735.4255,5382.1305,5.4973,23.194,30.5589
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2022,34401.1243,8708.2099,17545.465,67934.4887,23704.6705,6045.1846,21.4809,25.3137,34.8934
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2023,34880.1114,9290.4755,5667.6731,68065.8727,20784.8639,6695.8589,8.2719,26.6355,30.5364
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2024,37069.503,9639.5358,3042.2607,71931.3264,20547.6601,7180.9166,4.3472,26.004,28.5657
FA_jhueosor(1).xlsx,Yes,GSK PLC,GSK LN,EUR,"CTL-0284, CTL-0229",2025,38141.3288,10468.5203,6673.886,70054.4765,20310.9611,7769.0759,9.4808,27.4467,28.9931
